850,0.82,7580,9
870,0.86,7906,9
890,0.91,8157,9
910,0.92,8453,9
930,0.9,8751,9
950,0.82,9001,9
970,0.8,9326,9
990,0.89,9659,9
1010,0.88,9938,9
1030,0.83,10198,9
1050,0.82,10463,9
1070,0.86,10794,9
1090,0.93,11064,9
1110,0.86,11326,9
1130,0.88,11626,9
1150,0.82,11893,9
1170,0.89,12236,9
1190,0.84,12546,9
1210,0.83,12846,9
1230,0.89,13146,9
1250,0.85,13490,9
1270,0.86,13795,9
1290,0.91,14116,9
1310,0.84,14467,9
1330,0.88,14780,9
1350,0.92,15119,9
1370,0.85,15429,9
1390,0.9,15785,9
1410,0.89,16178,9
1430,0.88,16528,9
1450,0.9,16817,9
1470,0.92,17134,9
1490,0.91,17454,9
1510,0.87,17819,9
1530,0.85,18215,9
1550,0.85,18601,9
1570,0.91,18913,9
1590,0.85,19257,9
1610,0.87,19700,9
1630,0.88,20120,9
1650,0.91,20459,9
1670,0.91,20870,9
1690,0.85,21185,9
1710,0.87,21566,9
1730,0.92,21915,9
1750,0.87,22291,9
1770,0.89,22677,9
1790,0.88,23080,9
1810,0.92,23423,9
1830,0.92,23845,9
1850,0.87,24168,9
1870,0.91,24548,9
1890,0.83,24903,9
1910,0.86,25254,9
1930,0.92,25637,9
1950,0.88,26007,9
1970,0.93,26391,9
1990,0.9,26798,9
2010,0.87,27225,9
2030,0.86,27664,9
2050,0.9,28043,9
2070,0.83,28476,9
2090,0.85,28909,9
10,0.5,74,7
30,0.5,108,7
50,0.6,145,7
70,0.43,200,8
90,0.61,248,8
110,0.73,321,8
130,0.85,398,8
150,0.63,484,8
170,0.79,597,8
190,0.74,696,8
210,0.86,817,8
230,0.85,928,8
250,0.72,1065,8
270,0.83,1218,8
290,0.91,1352,8
310,0.61,1496,8
330,0.65,1673,8
350,0.8,1835,8
370,0.82,2004,8
390,0.85,2188,8
410,0.89,2351,8
430,0.84,2525,8
450,0.84,2729,8
470,0.85,2955,8
490,0.87,3178,8
510,0.77,3374,8
530,0.74,3606,8
550,0.76,3797,8
570,0.89,4051,8
590,0.78,4252,8
610,0.85,4463,8
630,0.91,4672,8
650,0.77,4907,8
670,0.83,5165,8
690,0.91,5391,8
710,0.87,5669,8
730,0.91,5884,8
750,0.81,6179,8
770,0.84,6455,8
790,0.83,6722,8
810,0.81,6981,8
830,0.84,7249,8
850,0.79,7517,8
870,0.86,7829,8
890,0.81,8071,9
910,0.87,8344,9
930,0.89,8660,9
950,0.87,8938,9
970,0.79,9227,9
990,0.9,9503,9
1010,0.86,9843,9
1030,0.93,10133,9
1050,0.88,10438,9
1070,0.91,10774,9
1090,0.86,11057,9
1110,0.91,11379,9
1130,0.85,11708,9
1150,0.83,12049,9
1170,0.91,12336,9
1190,0.89,12604,9
1210,0.86,12933,9
1230,0.91,13223,9
1250,0.84,13615,9
1270,0.88,13928,9
1290,0.76,14297,9
1310,0.81,14636,9
1330,0.87,14945,9
1350,0.89,15237,9
1370,0.9,15597,9
1390,0.84,15934,9
1410,0.9,16264,9
1430,0.86,16559,9
1450,0.83,16946,9
1470,0.93,17298,9
1490,0.9,17648,9
1510,0.9,18018,9
1530,0.87,18388,9
1550,0.87,18753,9
1570,0.92,19133,9
1590,0.87,19491,9
1610,0.87,19893,9
1630,0.86,20267,9
1650,0.9,20728,9
1670,0.88,21101,9
1690,0.91,21457,9
1710,0.9,21815,9
1730,0.94,22153,9
1750,0.89,22511,9
1770,0.86,22920,9
1790,0.83,23333,9
1810,0.94,23688,9
1830,0.88,24073,9
1850,0.88,24486,9
1870,0.88,24855,9
1890,0.9,25215,9
1910,0.86,25607,9
1930,0.88,26053,9
1950,0.88,26409,9
1970,0.87,26766,9
1990,0.88,27145,9
2010,0.88,27517,9
2030,0.85,27949,9
2050,0.88,28360,9
2070,0.81,28814,9
2090,0.89,29214,9
