10,0.0,88,8
30,0.5,106,8
50,0.9,142,8
70,0.71,193,8
90,0.61,261,8
110,0.77,344,8
130,0.77,431,8
150,0.7,519,8
170,0.79,636,8
190,0.79,755,8
210,0.76,874,8
230,0.87,995,8
250,0.82,1145,8
270,0.83,1281,8
290,0.81,1451,8
310,0.87,1621,8
330,0.79,1808,8
350,0.91,1956,8
370,0.81,2156,8
390,0.85,2331,8
410,0.78,2531,8
430,0.84,2718,8
450,0.86,2931,8
470,0.83,3142,8
490,0.86,3327,9
510,0.8,3543,9
530,0.85,3759,9
550,0.86,3931,9
570,0.83,4133,9
590,0.84,4325,9
610,0.84,4524,9
630,0.84,4793,9
650,0.88,5015,9
670,0.8,5259,9
690,0.91,5530,9
710,0.83,5790,9
730,0.88,6023,9
750,0.88,6304,9
770,0.81,6563,9
790,0.78,6845,9
810,0.82,7169,9
830,0.89,7523,9
850,0.86,7805,9
870,0.87,8065,9
890,0.87,8336,9
910,0.83,8605,9
930,0.84,8935,9
950,0.84,9200,9
970,0.85,9517,9
990,0.78,9790,9
1010,0.88,10070,9
1030,0.83,10424,9
1050,0.88,10683,9
1070,0.85,10967,9
1090,0.88,11264,9
1110,0.86,11593,9
1130,0.88,11955,9
1150,0.92,12260,9
1170,0.91,12576,9
1190,0.87,12876,9
1210,0.86,13196,9
1230,0.78,13559,9
1250,0.87,13940,9
1270,0.88,14259,9
1290,0.86,14579,9
1310,0.87,14906,9
1330,0.85,15230,9
1350,0.88,15614,9
1370,0.89,15994,9
1390,0.95,16363,9
1410,0.87,16721,9
1430,0.88,17071,9
1450,0.9,17429,9
1470,0.89,17752,9
1490,0.84,18098,9
1510,0.87,18490,9
1530,0.83,18809,9
1550,0.86,19096,9
1570,0.91,19463,9
1590,0.85,19842,9
1610,0.88,20175,9
1630,0.86,20565,9
1650,0.88,20917,9
1670,0.94,21294,9
1690,0.89,21725,9
1710,0.88,22036,9
1730,0.86,22381,9
1750,0.87,22813,9
1770,0.9,23251,9
1790,0.9,23636,9
1810,0.87,24046,9
1830,0.88,24422,9
1850,0.85,24819,9
1870,0.87,25133,9
1890,0.89,25573,9
1910,0.88,25973,9
1930,0.85,26383,9
1950,0.9,26794,9
1970,0.93,27187,9
1990,0.88,27539,9
2010,0.86,27983,9
2030,0.87,28343,9
2050,0.93,28682,9
2070,0.84,29075,9
2090,0.91,29512,9
10,0.0,67,5
30,0.67,94,6
50,0.6,142,6
70,0.43,192,6
90,0.67,263,6
110,0.68,336,7
130,0.77,418,7
150,0.5,503,7
170,0.82,618,7
190,0.76,725,7
210,0.83,861,7
230,0.83,984,7
250,0.82,1119,8
270,0.7,1249,8
290,0.86,1400,8
310,0.77,1558,8
330,0.88,1703,8
350,0.83,1870,8
370,0.86,2070,8
390,0.9,2247,8
410,0.87,2409,8
430,0.87,2621,8
450,0.76,2820,8
470,0.87,2980,8
490,0.88,3143,8
510,0.88,3374,8
530,0.9,3591,8
550,0.82,3811,8
570,0.9,4023,8
590,0.92,4268,8
610,0.79,4485,8
630,0.78,4728,8
650,0.86,4931,8
670,0.9,5215,8
690,0.82,5445,8
710,0.89,5698,8
730,0.88,5956,8
750,0.85,6197,8
770,0.84,6477,8
790,0.91,6745,8
810,0.83,6994,8
830,0.81,7300,8
850,0.84,7545,8
870,0.79,7839,8
890,0.9,8103,8
910,0.87,8390,8
930,0.85,8651,8
950,0.84,8906,8
970,0.85,9184,8
990,0.82,9507,8
1010,0.85,9855,8
1030,0.91,10175,8
1050,0.9,10478,8
1070,0.9,10801,8
1090,0.82,11115,8
1110,0.92,11398,8
1130,0.89,11684,8
1150,0.87,12049,8
1170,0.86,12431,8
1190,0.84,12740,8
1210,0.83,13133,8
1230,0.82,13459,8
1250,0.85,13754,9
1270,0.85,14136,9
1290,0.91,14471,9
1310,0.83,14821,9
1330,0.86,15244,9
1350,0.86,15594,9
1370,0.82,15947,9
1390,0.83,16323,9
1410,0.85,16740,9
1430,0.79,17118,9
1450,0.89,17472,9
1470,0.87,17828,9
1490,0.9,18218,9
1510,0.82,18520,9
1530,0.83,18844,9
1550,0.87,19172,9
1570,0.91,19556,9
1590,0.85,19909,9
1610,0.89,20292,9
1630,0.86,20664,9
1650,0.89,21022,9
1670,0.88,21346,9
1690,0.89,21695,9
1710,0.85,22057,9
1730,0.89,22440,9
1750,0.85,22854,9
1770,0.89,23257,9
1790,0.82,23628,9
1810,0.88,24012,9
1830,0.87,24425,9
1850,0.89,24761,9
1870,0.89,25093,9
1890,0.88,25492,9
1910,0.91,25840,9
1930,0.91,26245,9
1950,0.88,26632,9
1970,0.92,27035,9
1990,0.9,27425,9
2010,0.88,27793,9
2030,0.88,28264,9
2050,0.87,28701,9
2070,0.9,29144,9
2090,0.91,29508,9
10,1.0,80,6
30,0.67,109,6
50,0.8,149,6
70,0.71,213,6
90,0.72,264,6
110,0.73,333,6
130,0.62,410,7
150,0.93,513,7
170,0.68,626,7
190,0.68,755,7
210,0.76,875,7
230,0.76,1009,7
250,0.76,1135,7
270,0.78,1264,7
290,0.86,1402,7
310,0.81,1541,8
330,0.76,1705,8
350,0.8,1877,9
370,0.78,2031,9
390,0.81,2224,9
410,0.77,2421,9
430,0.87,2618,9
450,0.82,2786,9
470,0.79,3014,9
490,0.81,3230,9
510,0.83,3430,9
530,0.83,3648,9
550,0.8,3876,9
570,0.85,4093,9
590,0.81,4343,9
610,0.8,4579,9
630,0.88,4834,9
650,0.77,5076,9
670,0.86,5334,9
690,0.88,5560,9
710,0.82,5834,9
730,0.84,6077,9
750,0.83,6322,9
770,0.79,6572,9
790,0.81,6811,9
810,0.86,7052,9
830,0.8,7313,9
850,0.86,7599,9
870,0.83,7886,9
890,0.83,8172,9
910,0.87,8438,9
930,0.88,8724,9
950,0.89,9018,9
970,0.83,9302,9
990,0.92,9561,9
1010,0.85,9877,9
1030,0.9,10174,9
1050,0.86,10486,9
1070,0.86,10778,9
1090,0.81,11087,9
1110,0.82,11440,9
1130,0.87,11711,9
1150,0.85,12006,9
1170,0.87,12267,9
1190,0.89,12619,9
1210,0.86,12915,9
1230,0.87,13291,9
1250,0.86,13592,9
1270,0.86,13920,9
1290,0.91,14268,9
1310,0.9,14647,9
1330,0.88,14996,9
1350,0.87,15305,9
1370,0.82,15660,9
1390,0.87,15980,9
1410,0.77,16383,9
1430,0.84,16807,9
1450,0.82,17185,9
1470,0.91,17486,9
1490,0.85,17805,9
1510,0.88,18210,9
1530,0.87,18575,9
1550,0.91,18894,9
1570,0.85,19264,9
1590,0.88,19663,9
1610,0.86,20011,9
1630,0.89,20388,9
1650,0.91,20794,9
1670,0.87,21132,9
1690,0.91,21582,9
1710,0.88,21977,9
1730,0.81,22345,9
1750,0.91,22679,9
1770,0.89,23001,9
1790,0.86,23393,9
1810,0.92,23764,9
1830,0.89,24129,9
1850,0.88,24545,9
1870,0.91,24873,9
1890,0.89,25217,9
1910,0.89,25598,9
1930,0.92,25953,9
1950,0.86,26318,9
1970,0.91,26701,9
1990,0.86,27102,9
2010,0.89,27443,9
2030,0.88,27887,9
2050,0.88,28297,9
2070,0.9,28669,9
2090,0.87,29052,9
10,1.0,76,8
30,0.5,108,8
50,0.7,141,8
70,0.64,195,8
90,0.83,267,8
110,0.64,332,8
130,0.85,402,8
150,0.8,501,8
170,0.76,624,8
190,0.61,720,8
210,0.83,839,8
230,0.72,954,8
250,0.78,1083,8
270,0.89,1228,8
290,0.78,1347,8
310,0.79,1507,8
330,0.76,1675,8
350,0.83,1824,8
370,0.89,1993,8
390,0.72,2192,8
410,0.88,2361,8
430,0.86,2522,8
450,0.86,2714,8
470,0.83,2938,8
490,0.85,3115,8
510,0.84,3331,8
530,0.87,3563,8
550,0.8,3773,8
570,0.93,3981,8
590,0.86,4215,8
610,0.84,4475,8
630,0.79,4715,9
650,0.88,4983,9
670,0.82,5231,9
690,0.84,5517,9
710,0.9,5788,9
730,0.85,6033,9
750,0.86,6254,9
770,0.84,6588,9
790,0.84,6833,9
810,0.85,7093,9
830,0.87,7409,9
850,0.79,7678,9
870,0.83,7965,9
890,0.81,8227,9
10,0.5,79,6
30,0.33,108,6
50,0.9,152,6
70,0.36,199,6
90,0.56,273,6
110,0.73,346,6
130,0.58,448,7
150,0.63,550,7
170,0.74,644,8
190,0.76,726,8
210,0.79,853,8
230,0.83,988,8
250,0.7,1118,8
270,0.72,1259,8
290,0.66,1432,8
310,0.81,1564,8
330,0.8,1740,8
350,0.67,1936,8
370,0.86,2083,8
390,0.86,2237,8
410,0.85,2440,8
430,0.84,2634,8
450,0.81,2855,9
470,0.76,3093,9
490,0.86,3287,9
510,0.84,3524,9
530,0.77,3738,9
550,0.83,3946,9
570,0.89,4187,9
590,0.82,4466,9
610,0.83,4728,9
630,0.87,4969,9
650,0.82,5194,9
670,0.84,5430,9
690,0.81,5678,9
710,0.77,5932,9
730,0.84,6190,9
750,0.83,6473,9
770,0.77,6762,9
790,0.91,6997,9
810,0.87,7278,9
830,0.86,7584,9
850,0.85,7850,9
870,0.91,8122,9
890,0.83,8413,9
910,0.88,8696,9
930,0.87,9003,9
950,0.84,9335,9
970,0.86,9653,9
990,0.84,9962,9
1010,0.83,10229,9
1030,0.83,10560,9
1050,0.83,10882,9
1070,0.91,11154,9
1090,0.86,11485,9
1110,0.82,11815,9
1130,0.87,12191,9
1150,0.85,12517,9
1170,0.86,12841,9
1190,0.79,13206,9
1210,0.86,13533,9
1230,0.87,13903,9
1250,0.86,14284,9
1270,0.92,14624,9
1290,0.86,14997,9
1310,0.87,15332,9
1330,0.93,15613,9
1350,0.89,15990,9
1370,0.83,16316,9
1390,0.85,16673,9
1410,0.83,17009,9
1430,0.87,17369,9
1450,0.91,17758,9
1470,0.85,18141,9
1490,0.91,18532,9
1510,0.81,18876,9
1530,0.87,19220,9
1550,0.89,19569,9
1570,0.9,19962,9
1590,0.84,20347,9
1610,0.84,20707,9
1630,0.9,21073,9
1650,0.89,21423,9
1670,0.93,21794,9
1690,0.88,22150,9
1710,0.9,22489,9
1730,0.82,22868,9
1750,0.88,23243,9
1770,0.9,23580,9
1790,0.91,23894,9
1810,0.91,24270,9
1830,0.88,24674,9
1850,0.86,25062,9
1870,0.87,25473,9
1890,0.9,25825,9
1910,0.85,26189,9
1930,0.86,26560,9
1950,0.83,26964,9
1970,0.8,27353,9
1990,0.87,27663,9
2010,0.9,28129,9
2030,0.86,28498,9
2050,0.9,28877,9
2070,0.89,29277,9
2090,0.9,29635,9
10,0.5,95,6
30,0.67,119,6
50,0.5,157,6
70,0.64,204,6
90,0.72,257,7
110,0.77,326,7
130,0.69,418,8
150,0.73,509,8
170,0.74,625,8
190,0.68,720,8
210,0.88,854,8
230,0.78,995,8
250,0.7,1152,8
270,0.78,1295,8
290,0.84,1417,8
310,0.84,1561,8
330,0.82,1713,8
350,0.76,1888,8
370,0.81,2034,8
390,0.79,2221,8
410,0.82,2387,8
430,0.85,2583,8
450,0.8,2761,8
470,0.79,2988,8
490,0.77,3226,8
510,0.75,3452,8
530,0.82,3706,9
550,0.8,3889,9
570,0.75,4124,9
590,0.77,4369,9
610,0.78,4621,9
630,0.79,4856,9
650,0.83,5105,9
670,0.82,5339,9
690,0.9,5562,9
710,0.77,5812,9
730,0.8,6072,9
750,0.83,6302,9
770,0.88,6599,9
790,0.88,6887,9
810,0.8,7143,9
830,0.82,7391,9
850,0.88,7692,9
870,0.8,7991,9
890,0.85,8298,9
910,0.82,8631,9
930,0.92,8907,9
950,0.89,9208,9
970,0.88,9508,9
990,0.86,9835,9
1010,0.86,10134,9
1030,0.86,10427,9
1050,0.89,10764,9
1070,0.89,11088,9
1090,0.85,11436,9
1110,0.91,11731,9
1130,0.93,12077,9
1150,0.87,12351,9
1170,0.85,12659,9
1190,0.87,13032,9
1210,0.86,13396,9
1230,0.86,13708,9
1250,0.85,14068,9
1270,0.85,14403,9
1290,0.88,14697,9
1310,0.87,15038,9
1330,0.88,15355,9
1350,0.9,15665,9
1370,0.9,16032,9
1390,0.82,16345,9
1410,0.82,16718,9
1430,0.88,17117,9
1450,0.85,17456,9
1470,0.92,17769,9
1490,0.89,18158,9
1510,0.88,18521,9
1530,0.87,18879,9
1550,0.89,19198,9
1570,0.91,19512,9
1590,0.87,19836,9
1610,0.88,20152,9
1630,0.86,20580,9
1650,0.85,21004,9
1670,0.91,21338,9
1690,0.86,21769,9
1710,0.86,22132,9
1730,0.9,22518,9
1750,0.88,22876,9
1770,0.86,23247,9
1790,0.91,23615,9
1810,0.88,24044,9
1830,0.9,24383,9
1850,0.89,24702,9
1870,0.94,25062,9
1890,0.93,25438,9
1910,0.81,25851,9
1930,0.88,26274,9
1950,0.89,26646,9
1970,0.87,27019,9
1990,0.84,27441,9
2010,0.92,27800,9
2030,0.91,28207,9
2050,0.88,28629,9
2070,0.85,29017,9
2090,0.96,29358,9
10,0.5,98,6
30,0.67,128,6
50,0.6,163,6
70,0.71,216,6
90,0.89,281,6
110,0.64,350,7
130,0.77,443,7
150,0.8,555,7
170,0.62,670,7
190,0.74,771,7
210,0.83,894,7
230,0.74,1030,7
250,0.88,1164,7
270,0.8,1288,7
290,0.78,1420,7
310,0.77,1568,7
330,0.83,1728,8
350,0.76,1905,8
370,0.78,2043,8
390,0.78,2209,8
410,0.83,2400,8
430,0.8,2588,8
450,0.92,2771,8
470,0.74,2988,8
490,0.84,3207,8
510,0.88,3430,8
530,0.86,3668,8
550,0.78,3891,8
570,0.83,4121,8
590,0.81,4363,8
610,0.82,4592,8
630,0.83,4836,8
650,0.8,5045,8
670,0.79,5286,8
690,0.79,5554,8
710,0.89,5795,8
730,0.92,6075,8
750,0.85,6373,8
770,0.88,6627,8
790,0.87,6895,8
810,0.87,7218,8
830,0.89,7468,8
850,0.82,7737,8
870,0.85,8075,8
890,0.84,8396,8
910,0.85,8716,8
930,0.78,9034,8
950,0.86,9312,8
970,0.84,9668,8
990,0.87,9907,8
1010,0.87,10209,8
1030,0.9,10516,8
1050,0.92,10774,8
1070,0.88,11110,8
1090,0.83,11416,8
1110,0.87,11692,8
1130,0.85,11978,8
1150,0.91,12299,8
1170,0.85,12637,8
1190,0.88,12970,8
1210,0.88,13264,8
1230,0.9,13572,8
1250,0.89,13945,8
1270,0.84,14229,8
1290,0.87,14586,9
1310,0.83,14913,9
1330,0.91,15296,9
1350,0.87,15644,9
1370,0.83,16014,9
1390,0.88,16380,9
1410,0.92,16676,9
1430,0.86,17035,9
1450,0.82,17395,9
1470,0.89,17759,9
1490,0.86,18089,9
1510,0.92,18399,9
1530,0.89,18781,9
1550,0.92,19100,9
1570,0.89,19409,9
1590,0.84,19846,9
1610,0.89,20247,9
1630,0.93,20597,9
1650,0.85,20958,9
1670,0.91,21334,9
1690,0.91,21690,9
1710,0.88,22044,9
1730,0.79,22422,9
1750,0.87,22794,9
1770,0.93,23209,9
1790,0.9,23584,9
1810,0.84,23922,9
1830,0.88,24285,9
1850,0.85,24672,9
1870,0.85,25102,9
1890,0.89,25490,9
1910,0.91,25896,9
1930,0.88,26209,9
1950,0.9,26610,9
1970,0.89,27015,9
1990,0.9,27395,9
2010,0.83,27790,9
2030,0.85,28193,9
2050,0.89,28622,9
2070,0.89,28972,9
2090,0.88,29357,9
10,0.5,97,8
30,0.67,118,8
50,0.5,164,8
70,0.79,232,8
90,0.67,289,8
110,0.68,369,8
130,0.92,438,8
150,0.77,532,8
170,0.74,641,8
190,0.76,752,8
210,0.79,876,8
230,0.74,992,8
250,0.88,1109,8
270,0.87,1241,8
290,0.69,1368,8
310,0.79,1519,8
330,0.67,1672,8
350,0.87,1863,8
370,0.86,2065,8
390,0.88,2215,8
410,0.76,2358,8
430,0.78,2541,8
450,0.88,2750,8
470,0.86,2919,8
490,0.82,3135,8
510,0.81,3355,9
530,0.87,3611,9
550,0.9,3828,9
570,0.79,4049,9
590,0.8,4298,9
610,0.86,4558,9
630,0.8,4766,9
650,0.83,4988,9
670,0.84,5226,9
690,0.8,5501,9
710,0.87,5741,9
730,0.84,5977,9
750,0.85,6215,9
770,0.88,6449,9
790,0.78,6733,9
810,0.88,7028,9
830,0.85,7299,9
850,0.88,7607,9
870,0.82,7893,9
890,0.87,8182,9
910,0.86,8483,9
930,0.85,8719,9
950,0.9,9040,9
970,0.87,9317,9
990,0.9,9587,9
1010,0.88,9875,9
1030,0.81,10193,9
1050,0.86,10485,9
1070,0.86,10804,9
1090,0.89,11078,9
1110,0.87,11364,9
1130,0.93,11687,9
1150,0.85,11971,9
1170,0.9,12258,9
1190,0.87,12593,9
1210,0.88,12892,9
1230,0.84,13205,9
1250,0.83,13538,9
1270,0.92,13854,9
1290,0.86,14134,9
1310,0.82,14501,9
1330,0.85,14837,9
1350,0.83,15203,9
1370,0.86,15537,9
1390,0.85,15897,9
1410,0.84,16243,9
1430,0.87,16584,9
1450,0.9,16880,9
1470,0.93,17199,9
1490,0.87,17542,9
1510,0.86,17897,9
1530,0.87,18243,9
1550,0.87,18618,9
1570,0.87,19009,9
1590,0.86,19408,9
1610,0.86,19752,9
1630,0.87,20151,9
1650,0.9,20495,9
1670,0.9,20845,9
1690,0.86,21309,9
1710,0.89,21727,9
1730,0.85,22143,9
1750,0.86,22537,9
1770,0.93,22863,9
1790,0.84,23249,9
1810,0.9,23595,9
1830,0.91,23919,9
1850,0.92,24324,9
1870,0.88,24763,9
1890,0.91,25174,9
1910,0.89,25565,9
1930,0.89,25993,9
1950,0.89,26425,9
1970,0.88,26826,9
1990,0.9,27220,9
2010,0.84,27625,9
2030,0.89,28047,9
2050,0.83,28391,9
2070,0.93,28844,9
2090,0.88,29183,9
10,0.5,83,7
30,0.83,111,7
50,0.5,155,7
70,0.79,217,7
90,0.78,283,7
110,0.77,367,7
130,0.69,436,7
150,0.67,537,7
170,0.76,648,7
190,0.76,756,7
210,0.83,870,7
230,0.78,996,8
250,0.8,1114,8
270,0.89,1273,8
290,0.86,1441,8
310,0.82,1577,9
330,0.88,1747,9
350,0.73,1913,9
370,0.82,2098,9
390,0.72,2295,9
410,0.85,2499,9
430,0.83,2682,9
450,0.79,2874,9
470,0.84,3041,9
490,0.77,3248,9
510,0.9,3457,9
530,0.83,3697,9
550,0.77,3900,9
570,0.85,4126,9
590,0.88,4347,9
610,0.84,4556,9
630,0.82,4771,9
650,0.87,4982,9
670,0.82,5211,9
690,0.88,5448,9
710,0.82,5703,9
730,0.9,5968,9
750,0.79,6263,9
770,0.78,6504,9
790,0.86,6764,9
810,0.91,7033,9
830,0.86,7310,9
